"","Chr","Start","End","SYMBOL","Spearman.Correlation","Spearman.P.value"
"356","chr11",66327089,66327090,"CTSF",-0.243639330246324,0.24054775202393
"357","chr7",117513079,117513080,"CTTNBP2",0.319453137946556,0.182471877650548
"358","chr7",101579809,101579810,"CUX1",-0.331868420414644,0.165110079974717
"359","chr12",111582183,111582184,"CUX2",0.27924536254764,0.233138441860266
"360","chr5",64399172,64399173,"CWC27",0.399242102116091,0.0903850345646993
"361","chr4",49105947,49105948,"CWH43",-0.64322930298474,0.00165782916573051
"362","chr15",22012557,22012558,"CXADRP2",-0.43096476824471,0.0314938878996157
"363","chr18",14487471,14487472,"CXADRP3",0.33980983702421,0.0396170618018553
"364","chr17",61524115,61524116,"CYB561",0.583095759777498,0.00878351136453621
"365","chr2",72376270,72376271,"CYP26B1",0.356702524794562,0.0677919209725947
"366","chr2",127977035,127977036,"CYP27C1",0.411812361417879,0.079792742303752
"367","chr22",42527684,42527685,"CYP2D6",0.385563529667509,0.103039945886883
"368","chr14",100150098,100150099,"CYP46A1",0.369875408197918,0.0988763912990093
"369","chr7",134855476,134855477,"CYREN",0.446416461084885,0.0172514739883126
"370","chr22",37731407,37731408,"CYTH4",0.407138299864503,0.0538349700701598
"371","chr2",87580692,87580693,"CYTOR",-0.202346039212932,0.154448268870117
"372","chr9",124462457,124462458,"DAB2IP",0.318467608701177,0.183900712841696
"373","chr13",72441024,72441025,"DACH1",0.217118086318315,0.371929774040798
"374","chr6",168614013,168614014,"DACT2",-0.362492072900701,0.0532955298460957
"375","chr14",23026421,23026422,"DAD1",-0.261893252727506,0.227369375973862
"376","chr7",6544474,6544475,"DAGLB",0.231958576479556,0.311650486853702
"377","chr20",44034880,44034881,"DBNDD2",0.469178356997064,0.0427117359671659
"378","chr14",24583444,24583445,"DCAF11",-0.387979598708598,0.100716688416483
"379","chrX",125605760,125605761,"DCAF12L1",-0.235657753127837,0.11488340888451
"380","chr14",69620477,69620478,"DCAF5",-0.202625183157311,0.365808997372194
"381","chr3",98620366,98620367,"DCBLD2",0.439656727465616,0.0406172483780827
"382","chr3",36676885,36676886,"DCLK3",-0.264947672952043,0.23341138181747
"383","chr3",182691520,182691521,"DCUN1D1",0.52321966507054,0.021515169905156
"384","chr11",102903229,102903230,"DCUN1D5",0.299453872103696,0.165094202050399
"385","chr19",17420718,17420719,"DDA1",0.303144202791149,0.159695359812553
"386","chr11",82612523,82612524,"DDIAS",0.388150477201229,0.100553821812827
"387","chr12",31226893,31226894,"DDX11-AS1",-0.585257413105245,0.0053176676431312
"388","chr1",10571,10572,"DDX11L1",0.283562540929928,0.212896744905913
"389","chr2",114359534,114359535,"DDX11L2",0.33349843148598,0.119918291384513
"390","chr9",10825,10826,"DDX11L5",-0.259017749550736,0.0723156303698509
"391","chr15",102520463,102520464,"DDX11L9",-0.501610684953645,0.00768290028542058
"392","chr12",9600777,9600778,"DDX12P",0.230405116673069,0.328425838387603
"393","chr8",91014081,91014082,"DECR1",-0.279109686888804,0.150337484142732
"394","chr8",7016180,7016181,"DEFA5",-0.220623548384365,0.300217537934574
"395","chr8",7877752,7877753,"DEFB109B",0.410188110209737,0.00773075397438687
"396","chr8",142138894,142138895,"DENND3",0.374005408348227,0.104270586006096
"397","chr1",153918903,153918904,"DENND4B",0.451110917936011,0.00741230513151906
"398","chr22",24180908,24180909,"DERL3",-0.245138319208564,0.227427009801174
"399","chr3",185928780,185928781,"DGKG",0.391304385562332,0.0975819101334245
"400","chr7",137531407,137531408,"DGKI",0.308029443592443,0.186418087669633
"401","chr1",12678193,12678194,"DHRS3",0.341446804658316,0.15251279982892
"402","chr10",127584593,127584594,"DHX32",0.447275957625311,0.000696673698978839
"403","chr20",37583882,37583883,"DHX35",-0.284836339016717,0.127103691318484
"404","chr5",140888634,140888635,"DIAPH1",-0.503562779659936,0.0168838133959418
"405","chr10",393885,393886,"DIP2C",0.300984801583688,0.0836750937125327
"406","chr3",197025923,197025924,"DLG1",0.369203433600628,0.109153431870392
"407","chr3",197025189,197025190,"DLG1-AS1",-0.258188458101004,0.245998261913719
"408","chr14",101194231,101194232,"DLK1",0.221831329708115,0.361378678866708
"409","chr2",172953057,172953058,"DLX1",-0.417410714285714,0.0475100927049029
"410","chr2",172959237,172959238,"DLX2",0.313271516673749,0.0758635975434221
"411","chr17",48072418,48072419,"DLX3",0.442546219955309,0.0162178351993187
"412","chr17",48046661,48046662,"DLX4",0.397445740968773,0.0826882291083716
"413","chr19",55684542,55684543,"DNAAF3",0.247245686393932,0.233438517508607
"414","chr7",792138,792139,"DNAAF5",-0.305936073059361,0.177422767026291
"415","chr2",196736527,196736528,"DNAH7",-0.223713695679358,0.176957856388876
"416","chr4",100867754,100867755,"DNAJB14",0.520131838022553,0.0187283880013292
"417","chr7",157263412,157263413,"DNAJB6",0.322469860962874,0.153962615451828
"418","chr3",128177991,128177992,"DNAJB8-AS1",0.5422819784094,0.0135052099837646
"419","chr2",25194474,25194475,"DNAJC27",0.444045483564748,0.0230564212167423
"420","chr1",65775450,65775451,"DNAJC6",0.642301798907304,0.000536608897500631
"421","chr14",74111758,74111759,"DNAL1",-0.402916569246761,0.0566154240038661
"422","chr2",25470812,25470813,"DNMT3A",-0.296364294133555,0.180489122922216
"423","chr20",31350749,31350750,"DNMT3B",0.35555144976565,0.0881787524711808
"424","chr17",48284,48285,"DOC2B",-0.383219663083235,0.0133928613961746
"425","chr9",320287,320288,"DOCK8",-0.239630275160314,0.186513252414871
"426","chr9",131710339,131710340,"DOLK",0.303535119897373,0.131698724976368
"427","chr19",38719335,38719336,"DPF1",0.336321314214118,0.0862980256466187
"428","chr9",140455334,140455335,"DPH7",-0.20135744634991,0.156515079602064
"429","chr7",153685727,153685728,"DPP6",0.272719206293588,0.131006240485374
"430","chr8",26436304,26436305,"DPYSL2",0.306061468692257,0.202532649244831
"431","chr1",11752251,11752252,"DRAXIN",0.399853028749172,0.0387822480308108
"432","chr2",26625097,26625098,"DRC1",0.300151744459777,0.198519585382835
"433","chr4",9783050,9783051,"DRD5",-0.260793862542981,0.280855106391175
"434","chr6",7543017,7543018,"DSP",0.253750963814325,0.242674677337276
"435","chr6",56407659,56407660,"DST",-0.366825903267051,0.0652824180135066
"436","chr7",76623545,76623546,"DTX2P1-UPK3BP1-PMS2P11",-0.418043980764236,0.0593181832517694
"437","chr15",45406854,45406855,"DUOXA2",-0.389036309440344,0.0545937497858091
"438","chr6",311536,311537,"DUSP22",0.364237296225087,0.0673498198623063
"439","chr1",228768774,228768775,"DUSP5P1",-0.252745753624041,0.194418697282064
"440","chr10",135491112,135491113,"DUX4L3",-0.482664922299591,0.0196624374655433
"441","chr4",191028018,191028019,"DUX4L8",-0.257990521444726,0.193858128405286
"442","chr3",183873187,183873188,"DVL3",0.35197824890079,0.0564565101925423
"443","chr7",158664058,158664059,"DYNC2I1",0.278292176033893,0.248637383513773
"444","chr12",68042675,68042676,"DYRK2",0.520131838022553,0.0187283880013292
"445","chr2",71680882,71680883,"DYSF",0.466286520120348,0.018799937528755
"446","chr6",20402293,20402294,"E2F3",0.30161391241523,0.152049888886651
"447","chr5",158010157,158010158,"EBF1",0.206951344027156,0.219076637232768
"448","chr10",131766733,131766734,"EBF3",-0.327038783203142,0.127709193655071
"449","chr20",2673707,2673708,"EBF4",0.680526310425155,0.00134241870793806
"450","chr3",183993947,183993948,"ECE2",-0.378504418328451,0.0823847354556747
"451","chr6",127664619,127664620,"ECHDC1",-0.379185297616746,0.0615718283928949
"452","chr2",106681843,106681844,"ECRG4",-0.25647423080303,0.237482868062999
"453","chr3",172584862,172584863,"ECT2",-0.620430098895409,0.00351516527051551
"454","chr5",83607925,83607926,"EDIL3",-0.436115926553688,0.00992634373049012
"455","chr12",93322858,93322859,"EEA1",0.366264004271212,0.12300317810269
"456","chr7",36193115,36193116,"EEPD1",0.387808945698931,0.100879530508262
"457","chr8",49293156,49293157,"EFCAB1",0.526141821203052,0.017174055412735
"458","chr19",1285346,1285347,"EFNA2",-0.226458141705589,0.323584368218484
"459","chr1",155051518,155051519,"EFNA3",0.496809768489622,0.0219582116347389
"460","chr5",107007190,107007191,"EFNA5",0.445279120918636,0.0430918802367498
"461","chr2",25265503,25265504,"EFR3B",0.485886814973449,0.0160761123012928
"462","chr14",23835315,23835316,"EFS",0.276649591436442,0.251557210003657
"463","chr3",167967913,167967914,"EGFEM1P",0.41137608765599,0.0511512864804461
"464","chr5",38189353,38189354,"EGFLAM",-0.385066861028959,0.0847547584429183
"465","chr7",55087717,55087718,"EGFR",0.583710538986818,0.00546976108429247
"466","chr1",231556923,231556924,"EGLN1",0.399093996571669,0.0657740699473449
"467","chr19",41312792,41312793,"EGLN2",-0.319970566686772,0.169041164634821
"468","chr14",34529802,34529803,"EGLN3",0.376934936104328,0.0837686489903779
"469","chr8",22549364,22549365,"EGR3",-0.387532618641661,0.0747536660210675
"470","chr2",63274958,63274959,"EHBP1-AS1",-0.207804889037208,0.36605164392004
"471","chr2",37348278,37348279,"EIF2AK2",-0.487150600140506,0.00258478572876547
"472","chr8",117690760,117690761,"EIF3H",-0.335454034451264,0.160313826919185
"473","chr15",44828388,44828389,"EIF3J-DT",0.367801442129037,0.110609667757118
"474","chr3",184032393,184032394,"EIF4G1",0.421928602939372,0.0253227940785854
"475","chr14",103801406,103801407,"EIF5",-0.388321581673812,0.100390930869862
"476","chr3",170626195,170626196,"EIF5A2",-0.482981023616077,0.0107148137679476
"477","chr20",33872849,33872850,"EIF6",-0.214077866919373,0.351428177431493
"478","chr19",11590296,11590297,"ELAVL3",0.471759938976587,0.0308440033441844
"479","chr4",140036121,140036122,"ELF2",0.415530402950219,0.0768430612828373
"480","chr7",1709648,1709649,"ELFN1",0.426975270610441,0.0332790954669896
"481","chr22",37816030,37816031,"ELFN2",-0.319869335345076,0.127574785537037
"482","chr14",106135352,106135353,"ELK2AP",-0.581009961506126,0.00722062846030829
"483","chr12",96588191,96588192,"ELK3",0.520327929203138,0.0186759621691475
"484","chr7",37488564,37488565,"ELMO1",0.209217522891698,0.267182404802549
"485","chr18",44553145,44553146,"ELOA3DP",-0.485678637245908,0.0041667258285542
"486","chr18",44555273,44555274,"ELOA3P",-0.579797320824139,0.000979180022066956
"487","chr1",43833619,43833620,"ELOVL1",0.388492912624867,0.100228015760957
"488","chr8",109456173,109456174,"EMC2",0.53275818431306,0.018848659875341
"489","chr18",2847021,2847022,"EMILIN2",0.327918684263894,0.136264171164819
"490","chr2",73152757,73152758,"EMX1",-0.416972042470483,0.0381116925511301
"491","chr2",119605669,119605670,"EN1",0.402517750886169,0.070446632622231
"492","chr7",155250039,155250040,"EN2",0.384811389434397,0.0849791013940506
"493","chr1",225841693,225841694,"ENAH",0.268639898022209,0.226717062337948
"494","chr17",77179721,77179722,"ENGASE",0.24946765842306,0.28882476600912
"495","chr13",44361242,44361243,"ENOX1",0.610245279718075,0.00119811857192642
"496","chr9",140336241,140336242,"ENTPD8",0.437157351910053,0.0612605100821601
"497","chr22",41488853,41488854,"EP300",0.332996352917059,0.140207450124826
"498","chr2",46525133,46525134,"EPAS1",-0.43089979560569,0.0315223349481081
"499","chr18",5629577,5629578,"EPB41L3",0.410825686798181,0.0514938578486046
"500","chr3",184297663,184297664,"EPHB3",-0.576077396657871,0.00983979279167563
"501","chr17",19113211,19113212,"EPN2",-0.406068805566293,0.043995947144809
"502","chr17",19211900,19211901,"EPN2-AS1",-0.362395736719339,0.1273127743541
"503","chr8",144940710,144940711,"EPPK1",-0.365947614418184,0.00896108956694859
"504","chr19",55606032,55606033,"EPS8L1",-0.397083060932718,0.0923029129744171
"505","chr19",42760215,42760216,"ERF",0.220225556247827,0.25099071661742
"506","chr21",40032944,40032945,"ERG",0.350666789025364,0.079023607353726
"507","chr1",44773379,44773380,"ERI3",0.283536914802712,0.225732890468019
"508","chr8",675152,675153,"ERICH1",0.289646693404913,0.202818142199751
"509","chr9",5832941,5832942,"ERMP1",0.435578021746012,0.0623105782210948
"510","chr1",236444779,236444780,"ERO1B",0.532169260424921,0.0190052926353764
"511","chr1",17054637,17054638,"ESPNP",-0.460120187456914,0.000680914591354237
"512","chr8",95652830,95652831,"ESRP1",0.351313877649422,0.108888490738902
"513","chr14",76843644,76843645,"ESRRB",-0.247570942713157,0.306829992941871
"514","chr3",138154030,138154031,"ESYT3",0.617956924581379,0.00217779385830801
"515","chr4",109683980,109683981,"ETNPPL",0.412649495291765,0.079121436866075
"516","chr1",157108363,157108364,"ETV3",-0.328504601387354,0.0763282137543858
"517","chr3",185826058,185826059,"ETV5",-0.282333576265782,0.123836535571771
"518","chr7",27283561,27283562,"EVX1",-0.363156140775098,0.115534807959979
"519","chr2",176944239,176944240,"EVX2",0.425168919376675,0.0695726871286749
"520","chr8",119123098,119123099,"EXT1",0.396314820122926,0.0836464864972482
"521","chr11",44117599,44117600,"EXT2",0.49833970539222,0.0131952233261636
"522","chrX",57314943,57314944,"FAAH2",-0.393271128247597,0.00624404028826917
"523","chr1",46914258,46914259,"FAAHP1",-0.219093729958134,0.367486152267661
"524","chr11",70049435,70049436,"FADD",0.378391471232017,0.0999509115319562
"525","chr11",61583949,61583950,"FADS2",0.404949381479739,0.0854556079102143
"526","chr1",51425448,51425449,"FAF1",0.53535184426749,0.0181709839348813
"527","chr1",150488770,150488771,"FALEC",0.469194017712352,0.0427038702922844
"528","chr6",170686453,170686454,"FAM120B",-0.319972714477245,0.0183405015786346
"529","chr3",184054038,184054039,"FAM131A",0.434537418323948,0.0338490212418175
"530","chr7",143059520,143059521,"FAM131B",-0.331600125915282,0.122171092066257
"531","chr2",114299947,114299948,"FAM138B",0.367821658126112,0.121297384127391
"532","chr9",141111199,141111200,"FAM157B",-0.701993177373169,0.000188798997412077
"533","chr1",179713196,179713197,"FAM163A",-0.222224507542127,0.346359057023102
"534","chr1",32710586,32710587,"FAM167B",-0.275255444612868,0.0482706317277237
"535","chr10",15532717,15532718,"FAM171A1",-0.457840183879593,0.0186754333753289
"536","chr2",187559209,187559210,"FAM171B",0.396579354659408,0.083421607636206
"537","chr19",1276485,1276486,"FAM174C",0.298489045588287,0.201139259850497
"538","chr2",97585936,97585937,"FAM178B",0.32465010606208,0.151039261120104
"539","chr20",26062697,26062698,"FAM182A",-0.314683186025285,0.0510397356374262
"540","chr20",25836455,25836456,"FAM182B",-0.384065339253731,0.0120374581353833
"541","chr9",71939460,71939461,"FAM189A2",-0.222412843873775,0.332533112834202
"542","chr1",155225234,155225235,"FAM189B",0.361566108663113,0.0982518174738111
"543","chr7",298001,298002,"FAM20C",-0.383936194365127,0.0857509984449399
"544","chr9",45357153,45357154,"FAM27C",-0.41312656319327,0.001403572890812
"545","chr1",799121,799122,"FAM41C",-0.421145537908991,0.0725423700061579
"546","chr4",1672920,1672921,"FAM53A",0.512468942310786,0.0248686012151538
"547","chr1",120837982,120837983,"FAM72B",0.382996877762101,0.0253697184911467
"548","chr1",144018151,144018152,"FAM72D",-0.480143978280476,0.00351082038442388
"549","chr9",40716079,40716080,"FAM74A3",-0.247226263586328,0.267328365495228
"550","chr1",166135709,166135710,"FAM78B",0.389342481569449,0.0732902052181807
"551","chr8",7629267,7629268,"FAM90A10P",-0.415311167593538,0.0770147173535509
"552","chr11",1711196,1711197,"FAM99B",-0.289707037718489,0.160106848387672
"553","chr10",127585196,127585197,"FANK1",0.206470602699336,0.173581289794951
"554","chr11",13690755,13690756,"FAR1",-0.295900326558335,0.192796681451728
"555","chr12",29302708,29302709,"FAR2",-0.339799667892926,0.104255131915411
"556","chr22",45975191,45975192,"FBLN1",-0.277669329679141,0.222970420230081
"557","chr5",127874263,127874264,"FBN2",0.377020445211124,0.0761618016818657
"558","chr16",756886,756887,"FBXL16",-0.222161260490157,0.346499882466626
"559","chr7",5553212,5553213,"FBXL18",0.532169260424921,0.0190052926353764
"560","chr5",15500791,15500792,"FBXL7",0.543295721784391,0.0109173456680166
"561","chr11",33796296,33796297,"FBXO3",0.520131838022553,0.0187283880013292
"562","chr10",103454466,103454467,"FBXW4",0.339714759352941,0.142805445097449
"563","chr9",139830618,139830619,"FBXW5",-0.305336426116587,0.156547408650969
"564","chr1",149712161,149712162,"FCGR1A",-0.277852891657279,0.137107487551381
"565","chr1",149326718,149326719,"FCGR1CP",-0.444566264281521,0.0177757546334192
"566","chr1",161427180,161427181,"FCGR2A",-0.254327091072993,0.146643338497071
"567","chr11",72853076,72853077,"FCHSD2",0.533343250954772,0.0186940688966572
"568","chr1",157347168,157347169,"FCRL5",-0.242170208365483,0.277549562716992
"569","chr15",68619666,68619667,"FEM1B",0.290881688018086,0.213418302751612
"570","chr16",86530411,86530412,"FENDRR",-0.428652499518234,0.0465378247540085
"571","chr2",219849701,219849702,"FEV",-0.272087517795005,0.153324382945608
"572","chr19",35841643,35841644,"FFAR1",-0.416015713165232,0.0606904825895632
"573","chr19",35849925,35849926,"FFAR3",-0.290259488045217,0.168852439706904
"574","chr3",192233113,192233114,"FGF12",-0.331791850727427,0.0786868567299643
"575","chr13",102568764,102568765,"FGF14",0.335114811101686,0.160763440643793
"576","chr11",69519450,69519451,"FGF19",0.434073483446838,0.018637029288126
"577","chr4",123748614,123748615,"FGF2",-0.275972932614441,0.213799515058462
"578","chr8",16859555,16859556,"FGF20",0.266510120596897,0.21898066831438
"579","chr11",69633218,69633219,"FGF3",-0.254081632534561,0.293865563007524
"580","chr12",4554809,4554810,"FGF6",-0.28980113848727,0.179814114964883
"581","chr1",38470761,38470762,"FHL3",0.510673282849136,0.0180018792796083
"582","chr12",108909101,108909102,"FICD",-0.255989173984221,0.18856199407759
"583","chr6",76031326,76031327,"FILIP1",0.335516157191057,0.0938093094545505
"584","chr11",35641505,35641506,"FJX1",0.215620290462369,0.311587730712666
"585","chr11",64008297,64008298,"FKBP2",0.520131838022553,0.0187283880013292
"586","chr7",32997504,32997505,"FKBP9",0.41994112253487,0.0516828014890927
"587","chr17",21906226,21906227,"FLJ36000",-0.321972947949911,0.0199279573128879
"588","chr3",171757517,171757518,"FNDC3B",0.520131838022553,0.0187283880013292
"589","chr4",159690732,159690733,"FNIP2",0.447829082744657,0.0321213173198852
"590","chr14",75746641,75746642,"FOS",0.481935960747044,0.026944444698499
"591","chr20",22565968,22565969,"FOXA2",0.226892825312296,0.265001824780231
"592","chr15",60298685,60298686,"FOXB1",0.613364151947247,0.00522466901927392
"593","chr6",1610222,1610223,"FOXC1",0.584974882273949,0.00534518241906007
"594","chr1",63787250,63787251,"FOXD3",-0.447669478332774,0.0546067324517122
"595","chr9",113627,113628,"FOXD4",0.518084427985105,0.0192828199556847
"596","chr9",70922650,70922651,"FOXD4L3",-0.279121932444976,0.150318840327739
"597","chr9",70123269,70123270,"FOXD4L5",-0.240747135040956,0.20000290669309
"598","chr6",1389803,1389804,"FOXF2",-0.249078126689565,0.289603171143699
"599","chr8",145697408,145697409,"FOXH1",0.300263388937665,0.211653695957237
"600","chr17",80544229,80544230,"FOXK2",0.363628669239109,0.0482391566635856
"601","chr3",71631685,71631686,"FOXP1",0.617806973775932,0.00218476456792691
"602","chr7",113725435,113725436,"FOXP2",0.314858149138789,0.125279288302657
"603","chr6",41472290,41472291,"FOXP4",-0.255995343303268,0.238390539016212
"604","chr4",190584239,190584240,"FRG1",-0.351113723341666,0.041741564055297
"605","chr20",29572016,29572017,"FRG1BP",-0.248650598105573,0.230707028004804
"606","chr9",68413140,68413141,"FRG1JP",-0.343911436824228,0.0179353025938051
"607","chr14",45101440,45101441,"FSCB",0.545536663445834,0.0156947609657166
"608","chr15",91414515,91414516,"FURIN",0.366264004271212,0.12300317810269
"609","chr3",180546993,180546994,"FXR1",-0.363552308693497,0.0881534529884871
"610","chr12",130647019,130647020,"FZD10",0.283770740820511,0.212546470213512
"611","chr10",35932812,35932813,"FZD8",0.34082121036058,0.0606212979820105
"612","chr14",31029129,31029130,"G2E3",-0.466261581323494,0.0441961931093234
"613","chr9",101471271,101471272,"GABBR2",0.438663446359626,0.0249773142312681
"614","chr2",171674859,171674860,"GAD1",0.537601450832671,0.0144970053829888
"615","chr5",153570720,153570721,"GALNT10",0.542450494687979,0.009100573459954
"616","chr12",132815442,132815443,"GALNT9",0.385408338443359,0.0570882127396758
"617","chr2",26395431,26395432,"GAREM2",0.384690553745928,0.0850853669571563
"618","chr9",89562625,89562626,"GAS1",0.209219114935012,0.326514081067435
"619","chr3",128208626,128208627,"GATA2",-0.499649847124777,0.0129185520601749
"620","chr20",61050725,61050726,"GATA5",0.300352192911711,0.198205314683853
"621","chr18",19749880,19749881,"GATA6",0.259352525137804,0.232075100120072
"622","chr1",155214592,155214593,"GBA",0.227162069596119,0.322042053151221
"623","chr8",97156741,97156742,"GDF6",-0.337764419271837,0.106480402556197
"624","chr2",20867413,20867414,"GDF7",0.402187416042534,0.0513789561360364
"625","chr5",37839611,37839612,"GDNF",0.351795608638812,0.117843360124776
"626","chr5",37840476,37840477,"GDNF-AS1",0.366920422777084,0.0850305070051264
"627","chr1",92948788,92948789,"GFI1",0.580101173453181,0.00733383876988246
"628","chr2",69614600,69614601,"GFPT1",0.327502138389349,0.136792165481679
"629","chr3",172165814,172165815,"GHSR",0.215819224347994,0.360789682678348
"630","chr20",25388641,25388642,"GINS1",-0.333782745904626,0.150366487148087
"631","chr13",20875968,20875969,"GJB6",-0.555726672773562,0.0109567610519172
"632","chr2",121453143,121453144,"GLI2",0.580498959490099,0.00461834345486195
"633","chr7",42277721,42277722,"GLI3",0.364392735604175,0.0672242727019389
"634","chr8",144357803,144357804,"GLI4",-0.392186002462774,0.0641809929680459
"635","chr9",41936585,41936586,"GLIDR",-0.289191999697898,0.0703105253077524
"636","chr2",191745752,191745753,"GLS",0.387808945698931,0.100879530508262
"637","chr1",182360749,182360750,"GLUL",-0.388150477201229,0.100553821812827
"638","chr19",3113357,3113358,"GNA11",-0.24187480396536,0.304229835762025
"639","chr16",56225350,56225351,"GNAO1",0.441495501905439,0.0349439793938212
"640","chr9",80646879,80646880,"GNAQ",0.546517795019497,0.00318301055001571
"641","chr20",57429362,57429363,"GNAS",-0.37589456526928,0.102393732043988
"642","chr22",23409066,23409067,"GNAZ",-0.382552870090635,0.0959743956909758
"643","chr12",65153081,65153082,"GNS",0.369875408197918,0.0988763912990093
"644","chr15",34701872,34701873,"GOLGA8A",-0.471092007377076,0.00649962753805303
"645","chr15",22696148,22696149,"GOLGA8DP",-0.306826061110609,0.0991065308514412
"646","chr15",23477541,23477542,"GOLGA8EP",-0.22442820394416,0.355638975665228
"647","chr3",121468271,121468272,"GOLGB1",0.633847075040538,0.0035671665125353
"648","chr3",167813423,167813424,"GOLIM4",0.520076456378791,0.00918563490183269
"649","chr12",21654897,21654898,"GOLT1B",0.388321581673812,0.100390930869862
"650","chr1",155790785,155790786,"GON4L",-0.496602575395462,0.0115647519636793
"651","chr6",117922984,117922985,"GOPC",-0.521970143005018,0.0182414931439189
"652","chr3",39148298,39148299,"GORASP1",0.362910320426794,0.126733416751498
"653","chr17",28804857,28804858,"GOSR1",0.462619013626928,0.017327006345977
"654","chr3",194118189,194118190,"GP5",-0.261208902810776,0.188159790642444
"655","chr8",145138175,145138176,"GPAA1",0.38763851767677,0.101042347916395
"656","chr2",96726411,96726412,"GPAT2",0.322554242822242,0.143175592070454
"657","chr17",42580565,42580566,"GPATCH8",0.274688031663611,0.216026734812908
"658","chr7",99774943,99774944,"GPC2",0.458849797799224,0.0364162806404821
"659","chr20",5591007,5591008,"GPCPD1",0.370974594597977,0.0978002968848574
"660","chr2",157474946,157474947,"GPD2",-0.205294372142618,0.37200031159632
"661","chr7",1138716,1138717,"GPER1",0.556412894375857,0.00315794828997124
"662","chr19",34856187,34856188,"GPI",0.532637925650429,0.0188805608800585
"663","chr8",144283350,144283351,"GPIHBP1",-0.422163618380491,0.0637131246302802
"664","chr14",105560222,105560223,"GPR132",0.369995947685621,0.0987579624560787
"665","chr11",64038101,64038102,"GPR137",-0.390273613867511,0.0656067880567094
"666","chr3",169756115,169756116,"GPR160",-0.399206910422159,0.0656906159278849
"667","chr12",6930886,6930887,"GPR162",-0.391777133629721,0.0644838187273702
"668","chr2",133111087,133111088,"GPR39",0.274727694925286,0.193873321727505
"669","chr17",72427538,72427539,"GPRC5C",0.490398834837458,0.00940589788862949
"670","chr10",46992792,46992793,"GPRIN2",0.592754388669421,0.00462926115652269
"671","chr9",139249346,139249347,"GPSM1",0.340527586029817,0.103467648249428
"672","chr2",10091123,10091124,"GRHL1",-0.344954638004615,0.0780411529475875
"673","chr1",24647248,24647249,"GRHL3",0.37992849693061,0.0893522448303348
"674","chr10",88123229,88123230,"GRID1",0.207567364168172,0.393834001942086
"675","chr7",6576657,6576658,"GRID2IP",0.368584331111296,0.0639062096431853
"676","chr11",120435663,120435664,"GRIK4",-0.234347744669241,0.281795754090354
"677","chr17",72830151,72830152,"GRIN2C",-0.227722651189821,0.308090196481995
"678","chr8",145066214,145066215,"GRINA",0.236368218544361,0.277547415931537
"679","chr11",67040097,67040098,"GRK2",-0.496485828259444,0.0305982907300589
"680","chr6",34113202,34113203,"GRM4",0.202920572563137,0.404742075981735
"681","chr7",126892119,126892120,"GRM8",0.300641338127938,0.106460579949995
"682","chr5",148725527,148725528,"GRPEL2",-0.251230042307509,0.299502088242703
"683","chr13",114001822,114001823,"GRTP1",-0.340359544650647,0.121156483628665
"684","chr13",28364939,28364940,"GSX1",0.484482008711871,0.0304017267014765
"685","chr4",54970027,54970028,"GSX2",-0.304137441781106,0.205530016601667
"686","chr1",228329074,228329075,"GUK1",-0.271537227510304,0.189179858160193
"687","chr5",21484283,21484284,"GUSBP1",-0.468873389369098,0.00779908815323353
"688","chr22",24059129,24059130,"GUSBP11",0.488724227679945,0.017962998342452
"689","chr6",58706993,58706994,"GUSBP4",0.402899629214697,0.0701553352834169
"690","chr3",148709200,148709201,"GYG1",0.520657600875468,0.0185880871305689
"691","chrY",13470893,13470894,"GYG2P1",-0.524329792166541,0.00206685916159377
"692","chr2",127534907,127534908,"GYPC",0.402611235420599,0.0336602004552394
"693","chr22",38201215,38201216,"H1-0",0.220597258589737,0.323878228725535
"694","chr3",129034179,129034180,"H1-10-AS1",0.36601824385147,0.0858587661586245
"695","chr1",228633999,228634000,"H2AW",-0.270242353617831,0.249180260319648
"696","chr1",228647210,228647211,"H2BU1",0.448783085219424,0.041283892118842
"697","chr1",226297537,226297538,"H3P6",0.278093864795593,0.210156672908937
"698","chr20",61716112,61716113,"HAR1A",-0.214518638328888,0.350413624414916
"699","chr16",210394,210395,"HBM",-0.30046597010071,0.174245489314548
"700","chr2",240046519,240046520,"HDAC4",0.333025445955144,0.033369541702966
"701","chr12",48184554,48184555,"HDAC7",-0.521907044854762,0.0182580360075515
"702","chr7",18126238,18126239,"HDAC9",0.49247441627779,0.0273876077878001
"703","chr3",193858788,193858789,"HES1",-0.516532103259721,0.00489101909104433
"704","chr2",239148492,239148493,"HES6",0.340070997179667,0.121492559500254
"705","chr17",8025734,8025735,"HES7",-0.362787441619487,0.126871593395122
"706","chr17",80370765,80370766,"HEXD",0.3051890941073,0.203888081988459
"707","chr8",145180565,145180566,"HGH1",0.346297245555825,0.0159044724625371
"708","chr1",210857459,210857460,"HHAT",0.507247871207897,0.0189214596566762
"709","chr10",94434119,94434120,"HHEX",0.231672932615497,0.194535801083706
"710","chr22",21801073,21801074,"HIC2",-0.233907808349481,0.307486238054193
"711","chr7",75317998,75317999,"HIP1",-0.255487368001989,0.291110904686754
"712","chr6",12011118,12011119,"HIVEP1",-0.458048587060019,0.024392692692137
"713","chr1",42506463,42506464,"HIVEP3",-0.285934919853014,0.165865799651277
"714","chr2",234762861,234762862,"HJURP",0.699540337701311,6.98004976650956e-05
