,Blood,Brain,Lung,Skin
529176,1.0,0.0,0.0,0.0
2120710,1.0,0.0,0.0,0.0
337828,0.0,0.0,0.0,1.0
1274250,0.0,1.0,0.0,0.0
336660,0.0,0.0,0.0,1.0
199609,1.0,0.0,0.0,0.0
344455,0.0,0.0,0.0,1.0
338169,0.0,0.0,0.0,1.0
336785,0.0,0.0,0.0,1.0
1267872,0.0,1.0,0.0,0.0
341237,0.0,0.0,0.0,1.0
3208944,1.0,0.0,0.0,0.0
192753,1.0,0.0,0.0,0.0
1144559,1.0,0.0,0.0,0.0
33728,1.0,0.0,0.0,0.0
127160,1.0,0.0,0.0,0.0
1276808,0.0,1.0,0.0,0.0
3066182,1.0,0.0,0.0,0.0
1289369,0.0,1.0,0.0,0.0
2148978,1.0,0.0,0.0,0.0
335985,0.0,0.0,0.0,1.0
644301,1.0,0.0,0.0,0.0
327400,1.0,0.0,0.0,0.0
1291279,0.0,1.0,0.0,0.0
343105,0.0,0.0,0.0,1.0
678865,1.0,0.0,0.0,0.0
2828301,1.0,0.0,0.0,0.0
341164,0.0,0.0,0.0,1.0
1272820,0.0,1.0,0.0,0.0
344811,0.0,0.0,0.0,1.0
473946,1.0,0.0,0.0,0.0
2342326,1.0,0.0,0.0,0.0
1508560,1.0,0.0,0.0,0.0
2097336,1.0,0.0,0.0,0.0
1286689,0.0,1.0,0.0,0.0
3166601,1.0,0.0,0.0,0.0
341375,0.0,0.0,0.0,1.0
277057,1.0,0.0,0.0,0.0
336526,0.0,0.0,0.0,1.0
342007,1.0,0.0,0.0,0.0
2701024,1.0,0.0,0.0,0.0
339094,0.0,0.0,0.0,1.0
1700229,1.0,0.0,0.0,0.0
1284609,0.0,1.0,0.0,0.0
1300160,0.0,1.0,0.0,0.0
1273381,0.0,1.0,0.0,0.0
14522594,0.0,0.0,1.0,0.0
2704328,1.0,0.0,0.0,0.0
1283059,0.0,1.0,0.0,0.0
338631,0.0,0.0,0.0,1.0
310247,1.0,0.0,0.0,0.0
2196916,1.0,0.0,0.0,0.0
339777,0.0,0.0,0.0,1.0
1273303,0.0,1.0,0.0,0.0
1282274,0.0,1.0,0.0,0.0
337641,0.0,0.0,0.0,1.0
2513354,1.0,0.0,0.0,0.0
14535148,0.0,0.0,1.0,0.0
947058,1.0,0.0,0.0,0.0
336837,0.0,0.0,0.0,1.0
444578,1.0,0.0,0.0,0.0
1275378,0.0,1.0,0.0,0.0
847567,1.0,0.0,0.0,0.0
659234,1.0,0.0,0.0,0.0
203501,1.0,0.0,0.0,0.0
1277471,0.0,1.0,0.0,0.0
1273096,0.0,1.0,0.0,0.0
336357,0.0,0.0,0.0,1.0
2461490,1.0,0.0,0.0,0.0
1275052,0.0,1.0,0.0,0.0
1277995,0.0,1.0,0.0,0.0
1279241,0.0,1.0,0.0,0.0
335855,0.0,0.0,0.0,1.0
339333,0.0,0.0,0.0,1.0
1273727,0.0,1.0,0.0,0.0
1270169,0.0,1.0,0.0,0.0
2709581,1.0,0.0,0.0,0.0
3291437,1.0,0.0,0.0,0.0
336325,0.0,0.0,0.0,1.0
490645,1.0,0.0,0.0,0.0
1285433,0.0,1.0,0.0,0.0
340615,0.0,0.0,0.0,1.0
1277878,0.0,1.0,0.0,0.0
491179,1.0,0.0,0.0,0.0
1269443,0.0,1.0,0.0,0.0
1278122,0.0,1.0,0.0,0.0
3502037,1.0,0.0,0.0,0.0
336259,0.0,0.0,0.0,1.0
1270167,0.0,1.0,0.0,0.0
2553168,1.0,0.0,0.0,0.0
1269111,0.0,1.0,0.0,0.0
1765549,1.0,0.0,0.0,0.0
342834,0.0,0.0,0.0,1.0
3133549,1.0,0.0,0.0,0.0
3285361,1.0,0.0,0.0,0.0
1288972,0.0,1.0,0.0,0.0
656657,1.0,0.0,0.0,0.0
3905696,0.0,0.0,1.0,0.0
278184,0.0,1.0,0.0,0.0
212337,1.0,0.0,0.0,0.0
1267733,0.0,1.0,0.0,0.0
675947,1.0,0.0,0.0,0.0
1282281,0.0,1.0,0.0,0.0
1299347,0.0,1.0,0.0,0.0
1288142,0.0,1.0,0.0,0.0
805716,1.0,0.0,0.0,0.0
1279335,0.0,1.0,0.0,0.0
2886243,1.0,0.0,0.0,0.0
345204,0.0,0.0,0.0,1.0
627850,1.0,0.0,0.0,0.0
1273339,0.0,1.0,0.0,0.0
591057,1.0,0.0,0.0,0.0
1301563,1.0,0.0,0.0,0.0
2710830,1.0,0.0,0.0,0.0
338678,0.0,0.0,0.0,1.0
1279109,0.0,1.0,0.0,0.0
197634,0.0,0.0,1.0,0.0
337363,0.0,0.0,0.0,1.0
1284670,0.0,1.0,0.0,0.0
338221,0.0,0.0,0.0,1.0
335802,0.0,0.0,0.0,1.0
1298919,0.0,1.0,0.0,0.0
339324,0.0,0.0,0.0,1.0
319784,1.0,0.0,0.0,0.0
3384942,1.0,0.0,0.0,0.0
187142,1.0,0.0,0.0,0.0
336544,0.0,0.0,0.0,1.0
1277472,0.0,1.0,0.0,0.0
1280488,0.0,1.0,0.0,0.0
714348,1.0,0.0,0.0,0.0
338246,0.0,0.0,0.0,1.0
3094213,1.0,0.0,0.0,0.0
339133,0.0,0.0,0.0,1.0
336898,0.0,0.0,0.0,1.0
3213039,1.0,0.0,0.0,0.0
1273340,0.0,1.0,0.0,0.0
339634,0.0,0.0,0.0,1.0
4961590,0.0,0.0,1.0,0.0
1280607,0.0,1.0,0.0,0.0
337590,0.0,0.0,0.0,1.0
336884,0.0,0.0,0.0,1.0
244711,0.0,1.0,0.0,0.0
3105884,1.0,0.0,0.0,0.0
2786146,1.0,0.0,0.0,0.0
341057,0.0,0.0,0.0,1.0
2179388,1.0,0.0,0.0,0.0
337437,0.0,0.0,0.0,1.0
19413,1.0,0.0,0.0,0.0
3413511,1.0,0.0,0.0,0.0
337809,0.0,0.0,0.0,1.0
336919,0.0,0.0,0.0,1.0
1309877,1.0,0.0,0.0,0.0
1273555,0.0,1.0,0.0,0.0
1284608,0.0,1.0,0.0,0.0
588270,1.0,0.0,0.0,0.0
642318,1.0,0.0,0.0,0.0
2395548,1.0,0.0,0.0,0.0
2658986,1.0,0.0,0.0,0.0
1287005,0.0,1.0,0.0,0.0
341408,0.0,0.0,0.0,1.0
1283069,0.0,1.0,0.0,0.0
258229,1.0,0.0,0.0,0.0
13656453,0.0,0.0,1.0,0.0
343992,0.0,0.0,0.0,1.0
341786,0.0,0.0,0.0,1.0
625510,1.0,0.0,0.0,0.0
358614,1.0,0.0,0.0,0.0
1178334,1.0,0.0,0.0,0.0
3158995,1.0,0.0,0.0,0.0
340053,0.0,0.0,0.0,1.0
1229597,0.0,1.0,0.0,0.0
342945,0.0,0.0,0.0,1.0
345353,0.0,0.0,0.0,1.0
339701,0.0,0.0,0.0,1.0
340009,0.0,0.0,0.0,1.0
681618,1.0,0.0,0.0,0.0
341560,0.0,0.0,0.0,1.0
1278162,0.0,1.0,0.0,0.0
2712274,1.0,0.0,0.0,0.0
336769,0.0,0.0,0.0,1.0
787773,1.0,0.0,0.0,0.0
2159034,1.0,0.0,0.0,0.0
2730355,1.0,0.0,0.0,0.0
2801952,1.0,0.0,0.0,0.0
211271,1.0,0.0,0.0,0.0
321604,1.0,0.0,0.0,0.0
1282115,0.0,1.0,0.0,0.0
496782,1.0,0.0,0.0,0.0
1284441,0.0,1.0,0.0,0.0
2121831,1.0,0.0,0.0,0.0
1298840,0.0,1.0,0.0,0.0
1277395,0.0,1.0,0.0,0.0
339569,0.0,0.0,0.0,1.0
597113,1.0,0.0,0.0,0.0
339816,0.0,0.0,0.0,1.0
2186162,1.0,0.0,0.0,0.0
1269821,0.0,1.0,0.0,0.0
339599,0.0,0.0,0.0,1.0
2197475,1.0,0.0,0.0,0.0
211123,1.0,0.0,0.0,0.0
56870,1.0,0.0,0.0,0.0
1270840,0.0,1.0,0.0,0.0
12112339,0.0,0.0,1.0,0.0
1281910,0.0,1.0,0.0,0.0
561610,1.0,0.0,0.0,0.0
1273277,0.0,1.0,0.0,0.0
1283907,0.0,1.0,0.0,0.0
1273350,0.0,1.0,0.0,0.0
1285744,0.0,1.0,0.0,0.0
341944,0.0,0.0,0.0,1.0
2076496,1.0,0.0,0.0,0.0
1276638,0.0,1.0,0.0,0.0
1273104,0.0,1.0,0.0,0.0
195949,0.0,1.0,0.0,0.0
1278109,0.0,1.0,0.0,0.0
1298960,0.0,1.0,0.0,0.0
339754,0.0,0.0,0.0,1.0
163228,1.0,0.0,0.0,0.0
394468,1.0,0.0,0.0,0.0
70524,1.0,0.0,0.0,0.0
3343979,1.0,0.0,0.0,0.0
3158486,1.0,0.0,0.0,0.0
2084185,1.0,0.0,0.0,0.0
1280394,0.0,1.0,0.0,0.0
51009,1.0,0.0,0.0,0.0
1299770,0.0,1.0,0.0,0.0
225687,1.0,0.0,0.0,0.0
336342,0.0,0.0,0.0,1.0
934704,0.0,1.0,0.0,0.0
2777729,1.0,0.0,0.0,0.0
445774,1.0,0.0,0.0,0.0
77182,1.0,0.0,0.0,0.0
2644995,1.0,0.0,0.0,0.0
327332,1.0,0.0,0.0,0.0
1407008,1.0,0.0,0.0,0.0
344821,0.0,0.0,0.0,1.0
1508994,1.0,0.0,0.0,0.0
1269959,0.0,1.0,0.0,0.0
338927,0.0,0.0,0.0,1.0
344588,0.0,0.0,0.0,1.0
1278114,0.0,1.0,0.0,0.0
1885751,1.0,0.0,0.0,0.0
338276,0.0,0.0,0.0,1.0
1276173,0.0,1.0,0.0,0.0
2138531,1.0,0.0,0.0,0.0
1272856,0.0,1.0,0.0,0.0
1278123,0.0,1.0,0.0,0.0
1279248,0.0,1.0,0.0,0.0
388291,1.0,0.0,0.0,0.0
337350,0.0,0.0,0.0,1.0
320482,1.0,0.0,0.0,0.0
1268215,0.0,1.0,0.0,0.0
337391,0.0,0.0,0.0,1.0
338553,0.0,0.0,0.0,1.0
2106639,1.0,0.0,0.0,0.0
1298836,0.0,1.0,0.0,0.0
155207,1.0,0.0,0.0,0.0
256772,0.0,1.0,0.0,0.0
540763,1.0,0.0,0.0,0.0
3000985,1.0,0.0,0.0,0.0
127740,0.0,0.0,1.0,0.0
1299457,0.0,1.0,0.0,0.0
486142,1.0,0.0,0.0,0.0
339767,0.0,0.0,0.0,1.0
439106,1.0,0.0,0.0,0.0
1278033,0.0,1.0,0.0,0.0
341578,0.0,0.0,0.0,1.0
312960,1.0,0.0,0.0,0.0
206584,1.0,0.0,0.0,0.0
1277911,0.0,1.0,0.0,0.0
246348,0.0,1.0,0.0,0.0
1289703,0.0,1.0,0.0,0.0
1670530,1.0,0.0,0.0,0.0
1285669,0.0,1.0,0.0,0.0
338936,0.0,0.0,0.0,1.0
1274247,0.0,1.0,0.0,0.0
603191,0.0,1.0,0.0,0.0
1273575,0.0,1.0,0.0,0.0
646643,1.0,0.0,0.0,0.0
1268440,0.0,1.0,0.0,0.0
1477170,1.0,0.0,0.0,0.0
3212036,1.0,0.0,0.0,0.0
3414747,1.0,0.0,0.0,0.0
1278296,0.0,1.0,0.0,0.0
1299164,0.0,1.0,0.0,0.0
1280324,0.0,1.0,0.0,0.0
1299820,0.0,1.0,0.0,0.0
496831,1.0,0.0,0.0,0.0
337860,0.0,0.0,0.0,1.0
532434,1.0,0.0,0.0,0.0
344972,0.0,0.0,0.0,1.0
246754,0.0,1.0,0.0,0.0
1284506,0.0,1.0,0.0,0.0
2696987,1.0,0.0,0.0,0.0
2689287,1.0,0.0,0.0,0.0
319390,1.0,0.0,0.0,0.0
1130952,1.0,0.0,0.0,0.0
344543,0.0,0.0,0.0,1.0
77180,1.0,0.0,0.0,0.0
340548,0.0,0.0,0.0,1.0
339217,0.0,0.0,0.0,1.0
1270046,0.0,1.0,0.0,0.0
1274690,0.0,1.0,0.0,0.0
652529,1.0,0.0,0.0,0.0
342475,0.0,0.0,0.0,1.0
1278076,0.0,1.0,0.0,0.0
3275508,1.0,0.0,0.0,0.0
337795,0.0,0.0,0.0,1.0
2183081,1.0,0.0,0.0,0.0
1267776,0.0,1.0,0.0,0.0
2984447,1.0,0.0,0.0,0.0
2403794,1.0,0.0,0.0,0.0
2716680,1.0,0.0,0.0,0.0
344605,0.0,0.0,0.0,1.0
1273478,0.0,1.0,0.0,0.0
219912,1.0,0.0,0.0,0.0
1285767,0.0,1.0,0.0,0.0
338836,0.0,0.0,0.0,1.0
342477,0.0,0.0,0.0,1.0
1273888,0.0,1.0,0.0,0.0
341573,0.0,0.0,0.0,1.0
336040,0.0,0.0,0.0,1.0
343367,0.0,0.0,0.0,1.0
3206663,1.0,0.0,0.0,0.0
627310,1.0,0.0,0.0,0.0
2166747,1.0,0.0,0.0,0.0
2556808,1.0,0.0,0.0,0.0
14535060,0.0,0.0,1.0,0.0
338412,0.0,0.0,0.0,1.0
338446,0.0,0.0,0.0,1.0
340921,0.0,0.0,0.0,1.0
693751,1.0,0.0,0.0,0.0
195959,0.0,1.0,0.0,0.0
608512,1.0,0.0,0.0,0.0
344890,0.0,0.0,0.0,1.0
2461491,1.0,0.0,0.0,0.0
339077,0.0,0.0,0.0,1.0
2451810,1.0,0.0,0.0,0.0
338889,0.0,0.0,0.0,1.0
1269784,0.0,1.0,0.0,0.0
1274325,0.0,1.0,0.0,0.0
1289734,0.0,1.0,0.0,0.0
489310,1.0,0.0,0.0,0.0
340878,0.0,0.0,0.0,1.0
2863693,1.0,0.0,0.0,0.0
344340,1.0,0.0,0.0,0.0
336552,0.0,0.0,0.0,1.0
1287013,0.0,1.0,0.0,0.0
338807,0.0,0.0,0.0,1.0
1278218,0.0,1.0,0.0,0.0
1284832,0.0,1.0,0.0,0.0
49683,1.0,0.0,0.0,0.0
345192,0.0,0.0,0.0,1.0
2425166,1.0,0.0,0.0,0.0
451153,1.0,0.0,0.0,0.0
2178839,1.0,0.0,0.0,0.0
461575,1.0,0.0,0.0,0.0
1284621,0.0,1.0,0.0,0.0
642479,1.0,0.0,0.0,0.0
338386,0.0,0.0,0.0,1.0
647427,1.0,0.0,0.0,0.0
344644,0.0,0.0,0.0,1.0
336479,0.0,0.0,0.0,1.0
3369063,1.0,0.0,0.0,0.0
338224,0.0,0.0,0.0,1.0
1273643,0.0,1.0,0.0,0.0
2466004,1.0,0.0,0.0,0.0
272110,1.0,0.0,0.0,0.0
338009,0.0,0.0,0.0,1.0
338196,0.0,0.0,0.0,1.0
690613,1.0,0.0,0.0,0.0
149650,1.0,0.0,0.0,0.0
338072,0.0,0.0,0.0,1.0
105928,1.0,0.0,0.0,0.0
337499,0.0,0.0,0.0,1.0
1272978,0.0,1.0,0.0,0.0
2712518,1.0,0.0,0.0,0.0
2159374,1.0,0.0,0.0,0.0
14770570,0.0,0.0,1.0,0.0
336608,0.0,0.0,0.0,1.0
1279271,0.0,1.0,0.0,0.0
2624785,1.0,0.0,0.0,0.0
340823,0.0,0.0,0.0,1.0
2472614,1.0,0.0,0.0,0.0
336752,0.0,0.0,0.0,1.0
638459,1.0,0.0,0.0,0.0
338015,0.0,0.0,0.0,1.0
491275,1.0,0.0,0.0,0.0
344815,0.0,0.0,0.0,1.0
2188336,1.0,0.0,0.0,0.0
1276012,0.0,1.0,0.0,0.0
35363,1.0,0.0,0.0,0.0
1269121,0.0,1.0,0.0,0.0
1274414,0.0,1.0,0.0,0.0
336961,0.0,0.0,0.0,1.0
344670,0.0,0.0,0.0,1.0
118601,0.0,0.0,0.0,1.0
2398245,1.0,0.0,0.0,0.0
1280606,0.0,1.0,0.0,0.0
339813,0.0,0.0,0.0,1.0
340077,0.0,0.0,0.0,1.0
471453,1.0,0.0,0.0,0.0
337746,0.0,0.0,0.0,1.0
338452,0.0,0.0,0.0,1.0
2128856,1.0,0.0,0.0,0.0
1269341,0.0,1.0,0.0,0.0
449943,1.0,0.0,0.0,0.0
1019199,1.0,0.0,0.0,0.0
1278160,0.0,1.0,0.0,0.0
3205527,1.0,0.0,0.0,0.0
342338,0.0,0.0,0.0,1.0
337455,0.0,0.0,0.0,1.0
1270139,0.0,1.0,0.0,0.0
1285434,0.0,1.0,0.0,0.0
340871,0.0,0.0,0.0,1.0
338500,0.0,0.0,0.0,1.0
1046621,1.0,0.0,0.0,0.0
1299041,0.0,1.0,0.0,0.0
8133320,0.0,0.0,1.0,0.0
320526,1.0,0.0,0.0,0.0
1270226,0.0,1.0,0.0,0.0
1279044,0.0,1.0,0.0,0.0
110921,1.0,0.0,0.0,0.0
1297442,0.0,1.0,0.0,0.0
1273246,0.0,1.0,0.0,0.0
2984382,1.0,0.0,0.0,0.0
8163317,0.0,0.0,1.0,0.0
3087658,1.0,0.0,0.0,0.0
242326,1.0,0.0,0.0,0.0
3181736,1.0,0.0,0.0,0.0
339210,0.0,0.0,0.0,1.0
2767564,1.0,0.0,0.0,0.0
1270028,0.0,1.0,0.0,0.0
627251,1.0,0.0,0.0,0.0
110403,1.0,0.0,0.0,0.0
2106886,1.0,0.0,0.0,0.0
683201,1.0,0.0,0.0,0.0
339250,0.0,0.0,0.0,1.0
1295576,0.0,1.0,0.0,0.0
341790,0.0,0.0,0.0,1.0
336601,0.0,0.0,0.0,1.0
1299639,0.0,1.0,0.0,0.0
3267285,1.0,0.0,0.0,0.0
6841889,0.0,0.0,1.0,0.0
825,1.0,0.0,0.0,0.0
344712,0.0,0.0,0.0,1.0
3452901,1.0,0.0,0.0,0.0
2506225,1.0,0.0,0.0,0.0
1273116,0.0,1.0,0.0,0.0
627335,1.0,0.0,0.0,0.0
337170,0.0,0.0,0.0,1.0
338220,0.0,0.0,0.0,1.0
2353493,1.0,0.0,0.0,0.0
1274353,0.0,1.0,0.0,0.0
338069,0.0,0.0,0.0,1.0
693664,1.0,0.0,0.0,0.0
396093,1.0,0.0,0.0,0.0
336607,0.0,0.0,0.0,1.0
339798,0.0,0.0,0.0,1.0
242313,1.0,0.0,0.0,0.0
1285381,0.0,1.0,0.0,0.0
1270742,0.0,1.0,0.0,0.0
337740,0.0,0.0,0.0,1.0
7040774,0.0,0.0,1.0,0.0
1269922,0.0,1.0,0.0,0.0
337395,0.0,0.0,0.0,1.0
1276087,0.0,1.0,0.0,0.0
2869725,1.0,0.0,0.0,0.0
3169965,1.0,0.0,0.0,0.0
14535520,0.0,0.0,1.0,0.0
129377,1.0,0.0,0.0,0.0
2135440,1.0,0.0,0.0,0.0
17124,0.0,1.0,0.0,0.0
532015,1.0,0.0,0.0,0.0
3382355,1.0,0.0,0.0,0.0
339244,0.0,0.0,0.0,1.0
338576,0.0,0.0,0.0,1.0
2873522,1.0,0.0,0.0,0.0
3330609,1.0,0.0,0.0,0.0
5116,1.0,0.0,0.0,0.0
3321074,1.0,0.0,0.0,0.0
8825,0.0,1.0,0.0,0.0
339352,0.0,0.0,0.0,1.0
339560,0.0,0.0,0.0,1.0
1279439,0.0,1.0,0.0,0.0
338823,0.0,0.0,0.0,1.0
2998340,1.0,0.0,0.0,0.0
792244,0.0,1.0,0.0,0.0
339631,0.0,0.0,0.0,1.0
339815,0.0,0.0,0.0,1.0
1276344,0.0,1.0,0.0,0.0
342430,0.0,0.0,0.0,1.0
2100243,1.0,0.0,0.0,0.0
1280024,0.0,1.0,0.0,0.0
338869,0.0,0.0,0.0,1.0
1299744,0.0,1.0,0.0,0.0
337439,0.0,0.0,0.0,1.0
64609,1.0,0.0,0.0,0.0
4353617,0.0,0.0,1.0,0.0
1278437,0.0,1.0,0.0,0.0
1269716,0.0,1.0,0.0,0.0
338014,0.0,0.0,0.0,1.0
336616,0.0,0.0,0.0,1.0
2530171,1.0,0.0,0.0,0.0
2230898,1.0,0.0,0.0,0.0
2161283,1.0,0.0,0.0,0.0
2642967,1.0,0.0,0.0,0.0
3377011,1.0,0.0,0.0,0.0
65782,0.0,0.0,1.0,0.0
1299281,0.0,1.0,0.0,0.0
2226639,1.0,0.0,0.0,0.0
340043,0.0,0.0,0.0,1.0
592146,1.0,0.0,0.0,0.0
2757493,1.0,0.0,0.0,0.0
1280702,0.0,1.0,0.0,0.0
339052,0.0,0.0,0.0,1.0
344165,0.0,0.0,0.0,1.0
2426399,1.0,0.0,0.0,0.0
1277882,0.0,1.0,0.0,0.0
81709,0.0,1.0,0.0,0.0
3220988,1.0,0.0,0.0,0.0
164078,1.0,0.0,0.0,0.0
3039613,1.0,0.0,0.0,0.0
338026,0.0,0.0,0.0,1.0
1759945,1.0,0.0,0.0,0.0
340824,0.0,0.0,0.0,1.0
338405,0.0,0.0,0.0,1.0
259008,0.0,1.0,0.0,0.0
1285622,0.0,1.0,0.0,0.0
336636,0.0,0.0,0.0,1.0
1276325,0.0,1.0,0.0,0.0
2486128,1.0,0.0,0.0,0.0
2701803,1.0,0.0,0.0,0.0
339345,0.0,0.0,0.0,1.0
2364938,0.0,1.0,0.0,0.0
1284637,0.0,1.0,0.0,0.0
1278260,0.0,1.0,0.0,0.0
1281123,0.0,1.0,0.0,0.0
339797,0.0,0.0,0.0,1.0
1285195,0.0,1.0,0.0,0.0
440649,1.0,0.0,0.0,0.0
2994221,1.0,0.0,0.0,0.0
1285408,0.0,1.0,0.0,0.0
3066929,1.0,0.0,0.0,0.0
336056,0.0,0.0,0.0,1.0
339846,0.0,0.0,0.0,1.0
339386,0.0,0.0,0.0,1.0
1969489,1.0,0.0,0.0,0.0
1991975,1.0,0.0,0.0,0.0
344959,0.0,0.0,0.0,1.0
603577,1.0,0.0,0.0,0.0
3376515,1.0,0.0,0.0,0.0
920706,1.0,0.0,0.0,0.0
283164,1.0,0.0,0.0,0.0
2278496,1.0,0.0,0.0,0.0
1286694,0.0,1.0,0.0,0.0
682128,1.0,0.0,0.0,0.0
1646228,1.0,0.0,0.0,0.0
2106145,1.0,0.0,0.0,0.0
338665,0.0,0.0,0.0,1.0
2226969,1.0,0.0,0.0,0.0
2118674,1.0,0.0,0.0,0.0
14522860,0.0,0.0,1.0,0.0
337533,0.0,0.0,0.0,1.0
1283890,0.0,1.0,0.0,0.0
2944619,1.0,0.0,0.0,0.0
341476,0.0,0.0,0.0,1.0
336262,0.0,0.0,0.0,1.0
341508,0.0,0.0,0.0,1.0
312993,1.0,0.0,0.0,0.0
1279282,0.0,1.0,0.0,0.0
338369,0.0,0.0,0.0,1.0
1298931,0.0,1.0,0.0,0.0
1270205,0.0,1.0,0.0,0.0
1274898,0.0,1.0,0.0,0.0
273185,1.0,0.0,0.0,0.0
1282069,0.0,1.0,0.0,0.0
2802647,1.0,0.0,0.0,0.0
84924,1.0,0.0,0.0,0.0
344935,0.0,0.0,0.0,1.0
337777,0.0,0.0,0.0,1.0
1296328,0.0,1.0,0.0,0.0
1284812,0.0,1.0,0.0,0.0
272802,1.0,0.0,0.0,0.0
449747,1.0,0.0,0.0,0.0
1276309,0.0,1.0,0.0,0.0
449923,1.0,0.0,0.0,0.0
336242,0.0,0.0,0.0,1.0
340049,0.0,0.0,0.0,1.0
2942210,1.0,0.0,0.0,0.0
351891,1.0,0.0,0.0,0.0
1269363,0.0,1.0,0.0,0.0
1272976,0.0,1.0,0.0,0.0
1749256,1.0,0.0,0.0,0.0
1299007,0.0,1.0,0.0,0.0
339584,0.0,0.0,0.0,1.0
1279117,0.0,1.0,0.0,0.0
691042,1.0,0.0,0.0,0.0
2805947,1.0,0.0,0.0,0.0
3370758,1.0,0.0,0.0,0.0
3370759,1.0,0.0,0.0,0.0
1273008,0.0,1.0,0.0,0.0
469573,1.0,0.0,0.0,0.0
1270103,0.0,1.0,0.0,0.0
1278369,0.0,1.0,0.0,0.0
1280693,0.0,1.0,0.0,0.0
2354762,1.0,0.0,0.0,0.0
2128317,1.0,0.0,0.0,0.0
107261,1.0,0.0,0.0,0.0
1277475,0.0,1.0,0.0,0.0
2453076,1.0,0.0,0.0,0.0
1278402,0.0,1.0,0.0,0.0
344629,0.0,0.0,0.0,1.0
1276728,0.0,1.0,0.0,0.0
2489287,1.0,0.0,0.0,0.0
1269752,0.0,1.0,0.0,0.0
142943,0.0,1.0,0.0,0.0
2895547,1.0,0.0,0.0,0.0
14521221,0.0,0.0,1.0,0.0
337431,0.0,0.0,0.0,1.0
344056,0.0,0.0,0.0,1.0
1277616,0.0,1.0,0.0,0.0
449997,1.0,0.0,0.0,0.0
1284589,0.0,1.0,0.0,0.0
93986,0.0,0.0,1.0,0.0
14529546,0.0,0.0,1.0,0.0
3232496,1.0,0.0,0.0,0.0
45681,1.0,0.0,0.0,0.0
1274392,0.0,1.0,0.0,0.0
591865,1.0,0.0,0.0,0.0
1299628,0.0,1.0,0.0,0.0
2417581,1.0,0.0,0.0,0.0
338225,0.0,0.0,0.0,1.0
340167,0.0,0.0,0.0,1.0
893557,1.0,0.0,0.0,0.0
1276821,0.0,1.0,0.0,0.0
258990,1.0,0.0,0.0,0.0
1269816,0.0,1.0,0.0,0.0
336057,0.0,0.0,0.0,1.0
376264,1.0,0.0,0.0,0.0
1274249,0.0,1.0,0.0,0.0
1277996,0.0,1.0,0.0,0.0
344475,0.0,0.0,0.0,1.0
621406,1.0,0.0,0.0,0.0
1248913,1.0,0.0,0.0,0.0
60867,1.0,0.0,0.0,0.0
2308628,1.0,0.0,0.0,0.0
1299458,0.0,1.0,0.0,0.0
7929683,0.0,0.0,1.0,0.0
338375,0.0,0.0,0.0,1.0
341759,0.0,0.0,0.0,1.0
1287976,0.0,1.0,0.0,0.0
338457,0.0,0.0,0.0,1.0
344913,0.0,0.0,0.0,1.0
2631780,1.0,0.0,0.0,0.0
1269701,0.0,1.0,0.0,0.0
1245690,0.0,1.0,0.0,0.0
2182703,1.0,0.0,0.0,0.0
1277943,0.0,1.0,0.0,0.0
1280518,0.0,1.0,0.0,0.0
337796,0.0,0.0,0.0,1.0
35214,1.0,0.0,0.0,0.0
2167181,1.0,0.0,0.0,0.0
337905,0.0,0.0,0.0,1.0
2835989,1.0,0.0,0.0,0.0
453505,1.0,0.0,0.0,0.0
213250,1.0,0.0,0.0,0.0
324401,1.0,0.0,0.0,0.0
610240,1.0,0.0,0.0,0.0
693199,1.0,0.0,0.0,0.0
690639,1.0,0.0,0.0,0.0
1242517,1.0,0.0,0.0,0.0
336575,0.0,0.0,0.0,1.0
341165,0.0,0.0,0.0,1.0
3054513,1.0,0.0,0.0,0.0
1273337,0.0,1.0,0.0,0.0
1276450,0.0,1.0,0.0,0.0
2474483,1.0,0.0,0.0,0.0
449216,1.0,0.0,0.0,0.0
1287650,0.0,1.0,0.0,0.0
535857,1.0,0.0,0.0,0.0
339468,0.0,0.0,0.0,1.0
2877744,1.0,0.0,0.0,0.0
1635494,1.0,0.0,0.0,0.0
847351,1.0,0.0,0.0,0.0
344574,0.0,0.0,0.0,1.0
693225,1.0,0.0,0.0,0.0
2979139,1.0,0.0,0.0,0.0
1280741,0.0,1.0,0.0,0.0
1669035,1.0,0.0,0.0,0.0
1276109,0.0,1.0,0.0,0.0
1280402,0.0,1.0,0.0,0.0
338672,0.0,0.0,0.0,1.0
340478,0.0,0.0,0.0,1.0
1298748,0.0,1.0,0.0,0.0
1298979,0.0,1.0,0.0,0.0
72695,1.0,0.0,0.0,0.0
326289,1.0,0.0,0.0,0.0
3236152,1.0,0.0,0.0,0.0
1267331,0.0,1.0,0.0,0.0
335871,0.0,0.0,0.0,1.0
2862014,1.0,0.0,0.0,0.0
679827,1.0,0.0,0.0,0.0
339918,0.0,0.0,0.0,1.0
662922,1.0,0.0,0.0,0.0
248797,0.0,1.0,0.0,0.0
1277198,0.0,1.0,0.0,0.0
1274314,0.0,1.0,0.0,0.0
12112323,0.0,0.0,1.0,0.0
3221098,1.0,0.0,0.0,0.0
1283862,0.0,1.0,0.0,0.0
1277365,0.0,1.0,0.0,0.0
340646,0.0,0.0,0.0,1.0
337069,0.0,0.0,0.0,1.0
1275412,0.0,1.0,0.0,0.0
2133714,1.0,0.0,0.0,0.0
