"","Chr","Start","End","SYMBOL","Spearman.Correlation","Spearman.P.value"
"344","chr2",119599845,119599846,"EN1",-0.387269812719235,2.4273380430194e-08
"345","chr7",155191166,155191167,"EN2",0.352312329119109,4.70663422026667e-07
"346","chr1",38187452,38187453,"EPHA10",0.218939480646104,0.00216171767885859
"347","chr7",100420297,100420298,"EPHB4",0.283354275107922,6.24052093769622e-05
"348","chr19",45927585,45927586,"ERCC1",-0.254763545011774,0.000337273533578632
"349","chr14",69821243,69821244,"ERH",0.308186025904604,1.23296362374553e-05
"350","chr1",44771473,44771474,"ERI3",0.33807674799847,1.42732287033946e-06
"351","chr19",41977065,41977066,"ERICH4",0.204600805537331,0.0042140387906518
"352","chr1",17027409,17027410,"ESPNP",-0.378497285517259,5.28038316046711e-08
"353","chr3",54518592,54518593,"ESRG",0.230055789322148,0.0012509828725812
"354","chr11",128206131,128206132,"ETS1",0.218792476050384,0.00217703208185317
"355","chr6",6318179,6318180,"F13A1",0.216651436937012,0.0024115464161852
"356","chrX",55187470,55187471,"FAM104B",0.219368852587888,0.00211754666904853
"357","chr6",170734443,170734444,"FAM120B",0.213294100719967,0.00282575557608417
"358","chrX",54209466,54209467,"FAM120C",0.208140341400715,0.00358791539775219
"359","chr10",61122065,61122066,"FAM13C",-0.357299130428661,3.14956132051768e-07
"360","chr5",93468357,93468358,"FAM172A",0.343516758648456,9.40168633815643e-07
"361","chr5",100024811,100024812,"FAM174A",0.223448308745343,0.00173704615711868
"362","chr20",26062683,26062684,"FAM182A",0.298663342911963,2.3372834301272e-05
"363","chr20",25755508,25755509,"FAM182B",0.204979214373048,0.00414269720488683
"364","chr7",38700265,38700266,"FAM183BP",-0.380374682748264,4.47983404203163e-08
"365","chrX",103412038,103412039,"FAM199X",0.252336160708733,0.000385908811920416
"366","chr9",38741269,38741270,"FAM201A",0.283046916647553,6.36114492515765e-05
"367","chr7",159931,159932,"FAM20C",0.2010570020456,0.00493776758708811
"368","chr9",35828828,35828829,"FAM221B",-0.227086846618437,0.00145145823101398
"369","chr9",44878745,44878746,"FAM27C",0.227254378861497,0.00143940678605991
"370","chr14",106321097,106321098,"FAM30A",0.292265896612964,3.54743600422555e-05
"371","chrX",153744123,153744124,"FAM3A",0.20958348443528,0.00335769431065589
"372","chrX",153672702,153672703,"FAM50A",0.205520621673381,0.00404251566906256
"373","chr4",1544575,1544576,"FAM53A",0.266296835418057,0.00017465182029245
"374","chr19",50992953,50992954,"FAM71E1",0.295500879665379,2.87622946332121e-05
"375","chr8",124197463,124197464,"FAM83A",0.329041437514197,2.80636109525534e-06
"376","chr12",8374811,8374812,"FAM90A1",0.343344296141223,9.52811137417631e-07
"377","chr17",80080061,80080062,"FASN",0.314968608537687,7.71178095346514e-06
"378","chr4",187645960,187645961,"FAT1",-0.234851278692544,0.00098007692855896
"379","chr11",91960411,91960412,"FAT3",-0.335836796920395,1.69116101381957e-06
"380","chr4",126236420,126236421,"FAT4",-0.39745133669608,9.56737622860596e-09
"381","chr10",5948174,5948175,"FBH1",0.260802110400541,0.000239863773194727
"382","chr5",127874073,127874074,"FBN2",-0.425601992899134,6.15747728056556e-10
"383","chr22",23611848,23611849,"FBXW4P1",0.248540986323734,0.000475132397942931
"384","chr19",40419786,40419787,"FCGBP",0.323075774889757,4.33450612141165e-06
"385","chr1",149326531,149326532,"FCGR1CP",0.212519188878722,0.00293008063883606
"386","chr5",170845958,170845959,"FGF18",-0.237002826426369,0.000877020773527967
"387","chr11",69541358,69541359,"FGF19",0.267071025893305,0.000166924094356365
"388","chr19",646507,646508,"FGF22",0.302895662789883,1.76383333920845e-05
"389","chr12",4532739,4532740,"FGF6",0.411333836803179,2.55293514348286e-09
"390","chr8",38287380,38287381,"FGFR1",-0.23384595476657,0.00103194663449417
"391","chr10",123355752,123355753,"FGFR2",-0.270106417951023,0.000139600230922414
"392","chr8",17767651,17767652,"FGL1",0.251506895823563,0.000403961971780756
"393","chr7",50538740,50538741,"FIGNL1",0.314102175253765,8.19346463637654e-06
"394","chr19",56108993,56108994,"FIZ1",0.245628456540587,0.000556161426785702
"395","chr17",18159826,18159827,"FLII",0.213344167459162,0.00281913234717113
"396","chrX",153599563,153599564,"FLNA",0.224859250366325,0.00162071307699988
"397","chr16",2960065,2960066,"FLYWCH1",0.28691171982552,4.99207557523525e-05
"398","chr15",33420726,33420727,"FMN1",0.289825455227554,4.14867530051888e-05
"399","chr1",1539857,1539858,"FNDC10",0.331446885389321,2.34899902011113e-06
"400","chr20",22699929,22699930,"FOXA2",0.226451783055907,0.00149798408812641
"401","chr15",60257717,60257718,"FOXB1",0.23580228351354,0.000933225168919114
"402","chr9",79634253,79634254,"FOXB2",-0.254762390163568,0.000337295254664784
"403","chr1",47915736,47915737,"FOXD2",-0.280752862892774,7.33309266526613e-05
"404","chr7",4535494,4535495,"FOXK1",0.35363941442163,4.23228048067503e-07
"405","chr17",80510772,80510773,"FOXK2",0.304425316377033,1.5914858145755e-05
"406","chr4",190611167,190611168,"FRG1",0.256394534995362,0.000307860014384662
"407","chr20",29519350,29519351,"FRG1BP",0.298333443880796,2.38869627120342e-05
"408","chr9",68413823,68413824,"FRG1JP",-0.282399122782163,6.62258089287328e-05
"409","chr10",13911028,13911029,"FRMD4A",0.313830400297695,8.35034182079273e-06
"410","chr14",51974876,51974877,"FRMD6",-0.222947891887961,0.00178010253111456
"411","chr19",49200003,49200004,"FUT2",-0.208211843102751,0.00357618177123475
"412","chr3",180546903,180546904,"FXR1",0.363902621667683,1.83063474407832e-07
"413","chr3",46042243,46042244,"FYCO1",0.309170707204522,1.15258661057378e-05
"414","chr12",130589115,130589116,"FZD10-AS1",-0.27904152666368,8.14711294603772e-05
"415","chr2",202897141,202897142,"FZD7",-0.268213287242528,0.000156103354570089
"416","chr10",35929284,35929285,"FZD8",-0.283738448496289,6.09277077486876e-05
"417","chrX",153775691,153775692,"G6PD",0.233632923739875,0.00104325662390252
"418","chrX",153979067,153979068,"GAB3",0.20275349277748,0.00457843714467384
"419","chr22",17444666,17444667,"GAB4",0.324019702902247,4.04885998195575e-06
"420","chr19",2495085,2495086,"GADD45B",-0.248231492898538,0.000483192335460429
"421","chr4",852639,852640,"GAK",0.275173916698644,0.000103092781088312
"422","chr18",33230683,33230684,"GALNT1",0.402068151027549,6.20719389705926e-09
"423","chr5",153530681,153530682,"GALNT10",0.296583784143309,2.67969661077366e-05
"424","chr11",11644161,11644162,"GALNT18",0.307403268559939,1.30061461034781e-05
"425","chr4",173942771,173942772,"GALNT7",0.317593939453625,6.41095304797164e-06
"426","chr12",132933107,132933108,"GALNT9",0.298979323285189,2.28902067642984e-05
"427","chr4",173402273,173402274,"GALNTL6",0.352303104880757,4.71010286140469e-07
"428","chr9",128170616,128170617,"GAPVD1",-0.251398965776552,0.000406368346680458
"429","chr9",89518277,89518278,"GAS1",-0.326834638196561,3.29950223756331e-06
"430","chr13",114529250,114529251,"GAS6",0.321741061304991,4.77127146280059e-06
"431","chr17",10024585,10024586,"GAS7",0.406387208745398,4.11624136413317e-09
"432","chr3",128209530,128209531,"GATA2",-0.344896659355021,8.44627388980173e-07
"433","chr10",8080396,8080397,"GATA3-AS1",-0.35585366352944,3.54100449548502e-07
"434","chr18",19674041,19674042,"GATA6-AS1",0.31540470787434,7.47962081812822e-06
"435","chr2",27746169,27746170,"GCKR",0.240707952135292,0.000722606517280478
"436","chrX",153665834,153665835,"GDI1",0.22458135909955,0.00164304667846252
"437","chr10",118030755,118030756,"GFRA1",-0.304695829055291,1.56271475472339e-05
"438","chr22",25019781,25019782,"GGT1",0.325800861865831,3.55790373063993e-06
"439","chr1",54203828,54203829,"GLIS1",-0.270585958113236,0.00013568676379702
"440","chr16",4356802,4356803,"GLIS2",0.379382262241853,4.88723207168524e-08
"441","chr10",131989110,131989111,"GLRX3",-0.320661775920533,5.15471334293915e-06
"442","chr2",220348523,220348524,"GMPPA",-0.216165677397085,0.00246784829848986
"443","chr7",2932691,2932692,"GNA12",0.269884136753675,0.000141449793950891
"444","chr22",23423393,23423394,"GNAZ",0.31778350700181,6.32557368947697e-06
"445","chr16",850567,850568,"GNG13",-0.28825374246585,4.58534863504949e-05
"446","chrX",54666198,54666199,"GNL3L",0.228737765391921,0.00133662406059377
"447","chr17",4837077,4837078,"GP1BA",0.290286246128218,4.02826925618295e-05
"448","chr2",241286621,241286622,"GPC1",0.390214493739258,1.86034307617516e-08
"449","chr13",94759366,94759367,"GPC6-AS2",0.346156124005153,7.65581932166992e-07
"450","chr14",66974911,66974912,"GPHN",-0.233599084097541,0.00104506363610264
"451","chr1",168057234,168057235,"GPR161",0.347324447051283,6.98617525585568e-07
"452","chr1",200843335,200843336,"GPR25",0.34432500915063,8.83024068052745e-07
"453","chr10",125436877,125436878,"GPR26",0.341713497144808,1.0806620240049e-06
"454","chrX",150344628,150344629,"GPR50",0.279817989868664,7.7678042468051e-05
"455","chr14",91723888,91723889,"GPR68",0.33211785159007,2.23467756376021e-06
"456","chr4",8547093,8547094,"GPR78",0.309978045200198,1.0904139963938e-05
"457","chr5",176025721,176025722,"GPRIN1",0.247572718868578,0.000500771337471122
"458","chr10",46992018,46992019,"GPRIN2",0.339391750743202,1.29124198245884e-06
"459","chr22",47048858,47048859,"GRAMD4",0.332014869914884,2.25187279088126e-06
"460","chr11",120393093,120393094,"GRIK4",0.383871738119636,3.28891905916055e-08
"461","chr16",10276293,10276294,"GRIN2A",-0.241818466575839,0.000681460791904347
"462","chr17",72857401,72857402,"GRIN2C",-0.270204971702436,0.000138787435458001
"463","chr3",14555928,14555929,"GRIP2",0.319508299844567,5.59679879092119e-06
"464","chr6",34069709,34069710,"GRM4",0.243808412353602,0.000613091361609557
"465","chr14",95235797,95235798,"GSC",-0.318848107387048,5.86578925474746e-06
"466","chr8",130848777,130848778,"GSDMC",0.222218799070557,0.00184457806006137
"467","chr3",119813533,119813534,"GSK3B",-0.308570711442394,1.20095077617132e-05
"468","chr4",54960188,54960189,"GSX2",-0.29884586009227,2.30928988576534e-05
"469","chr6",58147298,58147299,"GUSBP4",-0.321850155404775,4.73405859705037e-06
"470","chrY",13462675,13462676,"GYG2P1",-0.40307707143178,5.64222358028787e-09
"471","chr14",25195800,25195801,"GZMB",0.268007966505702,0.000157998774920234
"472","chr3",129068280,129068281,"H1-10",0.262549052938968,0.000217009547012658
"473","chr2",43019685,43019686,"HAAO",-0.213076972723846,0.00285464244292948
"474","chr6",105199025,105199026,"HACE1",0.202847321533137,0.00455926716451797
"475","chr2",177054496,177054497,"HAGLR",-0.388851064880389,2.10489006289993e-08
"476","chr4",174459890,174459891,"HAND2-AS1",-0.350667905162366,5.36521550953714e-07
"477","chr5",45703009,45703010,"HCN1",0.245687726150754,0.000554392414195072
"478","chr2",240213003,240213004,"HDAC4",0.310462589226661,1.05463941434428e-05
"479","chrX",48659972,48659973,"HDAC6",0.221063285590917,0.00195113428461208
"480","chr7",18512257,18512258,"HDAC9",0.309804644947257,1.10349340249436e-05
"481","chr6",125667924,125667925,"HDDC2",0.315672230215065,7.34050153470151e-06
"482","chr4",185940923,185940924,"HELT",-0.285353257894531,5.50692561482803e-05
"483","chr2",239147490,239147491,"HES6",0.355046947986517,3.7792986061258e-07
"484","chr3",57242673,57242674,"HESX1",0.243117332243378,0.000636082689066863
"485","chr17",80387409,80387410,"HEXD",0.298759612902637,2.32247835371327e-05
"486","chr6",126069821,126069822,"HEY2",-0.381318828463105,4.12270887088387e-08
"487","chr7",81240603,81240604,"HGF",0.346766826092679,7.29848278300075e-07
"488","chr4",145518239,145518240,"HHIP",0.204164978872188,0.0042975739926996
"489","chr1",222511602,222511603,"HHIPL2",0.277287567980118,9.06880641511704e-05
"490","chr17",1975539,1975540,"HIC1",0.267361687936783,0.000164106109173292
"491","chr19",46773867,46773868,"HIF3A",-0.224397190820447,0.00165800237158373
"492","chr11",118986871,118986872,"HINFP",0.259348722213345,0.000260564463674395
"493","chr1",42105342,42105343,"HIVEP3",0.279202303757638,8.06717403091589e-05
"494","chr1",185618478,185618479,"HMCN1",0.32158358741585,4.82547758853154e-06
"495","chr10",43891632,43891633,"HNRNPF",0.339296682981331,1.30064932210468e-06
"496","chr1",245068266,245068267,"HNRNPU",0.216601441395382,0.00241728681068669
"497","chr7",27146720,27146721,"HOXA2",0.33945608945982,1.2849122859737e-06
"498","chr17",46669485,46669486,"HOXB-AS3",-0.347614764526467,6.82867536419147e-07
"499","chr17",46667076,46667077,"HOXB3",-0.335005275562574,1.80045998669492e-06
"500","chr17",46671887,46671888,"HOXB5",-0.238934245854757,0.000793097948412097
"501","chr17",46697583,46697584,"HOXB8",0.225170563702362,0.00159602287093717
"502","chr1",33358774,33358775,"HPCA",-0.228475309091147,0.00135430552553158
"503","chr10",100993346,100993347,"HPSE2",-0.218722463893568,0.00218436032369235
"504","chr11",6478110,6478111,"HPX",0.39640258119632,1.05457302880749e-08
"505","chr2",129447871,129447872,"HS6ST1",0.318550108406803,5.99118722340741e-06
"506","chr13",97054047,97054048,"HS6ST3",0.368466986344428,1.24909798806449e-07
"507","chr14",102527011,102527012,"HSP90AA1",0.336771906561224,1.57580795536726e-06
"508","chr10",118530958,118530959,"HSPA12A",0.334757027417571,1.83437507608764e-06
"509","chr20",3725651,3725652,"HSPA12B",0.318608346725226,5.96648215221278e-06
"510","chr4",128704420,128704421,"HSPA4L",-0.274587988141097,0.000106802901999861
"511","chrX",135579346,135579347,"HTATSF1",0.246734742567072,0.000523987135783175
"512","chr6",78172292,78172293,"HTR1B",-0.343266840624942,9.58541765726211e-07
"513","chr17",62119145,62119146,"ICAM2",0.362953387217626,1.98062824201966e-07
"514","chr1",181058164,181058165,"IER5",-0.281489771735267,7.00663517721254e-05
"515","chr1",19292653,19292654,"IFFO2",0.247494632116828,0.000502893803191839
"516","chr19",18280215,18280216,"IFI30",0.330580879241271,2.50480383992732e-06
"517","chr7",100943653,100943654,"IFT22",0.214816331841158,0.00263056090696212
"518","chr3",160168149,160168150,"IFT80",0.227556609543145,0.00141789699209998
"519","chr7",45960752,45960753,"IGFBP3",-0.214774232006423,0.00263579058977565
"520","chr19",45121516,45121517,"IGSF23",0.203011798440252,0.0045258371672316
"521","chr8",42135242,42135243,"IKBKB",0.285164934444708,5.57241446611771e-05
"522","chr19",55881518,55881519,"IL11",-0.295364221095232,2.90197573943653e-05
"523","chrX",117904261,117904262,"IL13RA1",0.203055126270319,0.00451706750947367
"524","chr2",102866926,102866927,"IL18R1",0.212470466455735,0.00293675513586092
"525","chr10",6078864,6078865,"IL2RA",0.227388472754612,0.00142982674364531
"526","chrX",70711986,70711987,"INGX",0.250231272847286,0.000433265974895086
"527","chr4",143395252,143395253,"INPP4B",0.325658169750648,3.59504775173703e-06
"528","chr10",134499683,134499684,"INPP5A",0.298121381017872,2.42230672584441e-05
"529","chr1",38341360,38341361,"INPP5B",0.239177804442889,0.000783056984483944
"530","chr10",121577648,121577649,"INPP5F",0.335375711507246,1.75096132903101e-06
"531","chr2",118944387,118944388,"INSIG2",0.28010583789858,7.63144578180732e-05
"532","chr9",5111816,5111817,"INSL6",0.209147652458743,0.00342577363019933
"533","chr7",1535632,1535633,"INTS1",0.320189582889597,5.33152049248156e-06
"534","chr15",90918806,90918807,"IQGAP1",0.276635733197248,9.43558895551806e-05
"535","chr3",13084130,13084131,"IQSEC1",0.36142916739393,2.24641707414041e-07
"536","chr19",46387860,46387861,"IRF2BP1",0.256049157974398,0.000313882158808964
"537","chr6",391045,391046,"IRF4",-0.362948865563846,1.9813701684252e-07
"538","chr16",86032467,86032468,"IRF8",0.222384034270963,0.00182978211161939
"539","chr5",2387807,2387808,"IRX2",0.257311940526065,0.000292380953145392
"540","chr5",1911818,1911819,"IRX4",0.257525083876109,0.000288889742764645
"541","chr22",35372355,35372356,"ISX",0.303706325238786,1.67041066277603e-05
"542","chr2",173337570,173337571,"ITGA6",0.347916458052138,6.66860309013212e-07
"543","chr16",30485399,30485400,"ITGAL",0.297342912634097,2.5495549101815e-05
"544","chr2",9562533,9562534,"ITGB1BP1",0.300134317664481,2.1204931496663e-05
"545","chr15",41795475,41795476,"ITPKA",-0.256869493581526,0.000299753604218378
"546","chr16",19126385,19126386,"ITPRIPL2",0.282122414353931,6.73730132561572e-05
"547","chr4",129563972,129563973,"JADE1",0.356741938374837,3.29527393371764e-07
"548","chr5",133831566,133831567,"JADE2",0.23335711646966,0.00105806849218224
"549","chrX",46772842,46772843,"JADE3",0.212094580279107,0.0029887124213985
"550","chr20",10774509,10774510,"JAG1",0.283428106797916,6.21186715357854e-05
"551","chr20",42744553,42744554,"JPH2",0.245825673945819,0.000550295220263125
"552","chr16",87653051,87653052,"JPH3",0.311690023555325,9.68926393515533e-06
"553","chr16",1738115,1738116,"JPT2",0.346860283890203,7.24522505969573e-07
"554","chr10",76433489,76433490,"KAT6B",0.216721721398379,0.00240349741961914
"555","chr8",1896553,1896554,"KBTBD11",0.317029554944716,6.67166994268652e-06
"556","chr3",127611315,127611316,"KBTBD12",0.201010560321753,0.00494795067251206
"557","chr3",67048272,67048273,"KBTBD8",-0.361584540539259,2.21783257712586e-07
"558","chr1",111216759,111216760,"KCNA3",0.20165190516738,0.00480897888957444
"559","chr19",50826164,50826165,"KCNC3",0.220706581156651,0.00198514295873389
"560","chr7",150671608,150671609,"KCNH2",-0.389536281971492,1.97835349381393e-08
"561","chr5",169931787,169931788,"KCNIP1",0.211269291849526,0.00310571912169854
"562","chr11",17417677,17417678,"KCNJ11",0.348721415965076,6.25887428327504e-07
"563","chr17",21241121,21241122,"KCNJ12",0.328829474956173,2.85049429209658e-06
"564","chr14",88790315,88790316,"KCNK10",-0.395729625757194,1.1223584217321e-08
"565","chr2",47796931,47796932,"KCNK12",-0.37473247858931,7.31985883475254e-08
"566","chr6",39196271,39196272,"KCNK5",-0.214008256633004,0.00273260200326107
"567","chr8",140614361,140614362,"KCNK9",0.378169871686187,5.43340422219061e-08
"568","chr10",79470697,79470698,"KCNMA1",0.290541223245834,3.96306480336764e-05
"569","chr11",2542773,2542774,"KCNQ1",0.368235766510539,1.273702182526e-07
"570","chr11",2845746,2845747,"KCNQ1DN",0.325934961082005,3.52332949407428e-06
"571","chr6",73332691,73332692,"KCNQ5",-0.425466920590265,6.24289667293521e-10
"572","chr17",7254887,7254888,"KCTD11",-0.216155381422573,0.00246905446090244
"573","chr16",2743059,2743060,"KCTD5",0.314362180146245,8.04600073606746e-06
"574","chr19",5110922,5110923,"KDM4B",0.309085788665049,1.15931781941629e-05
"575","chr16",85095301,85095302,"KIAA0513",-0.223703923979184,0.00171542134291675
"576","chr10",24497885,24497886,"KIAA1217",0.226683387980522,0.00148086065757306
"577","chr1",21043554,21043555,"KIF17",0.360301628265872,2.46469304601342e-07
"578","chr17",72312610,72312611,"KIF19",0.201268115266497,0.00489171430656447
"579","chr14",104643285,104643286,"KIF26A",0.341401904896114,1.10688568772633e-06
"580","chr1",245728883,245728884,"KIF26B",0.395352493823681,1.16216303745259e-08
"581","chr16",57831841,57831842,"KIFC3",0.36993382136904,1.103316498864e-07
"582","chr11",126978395,126978396,"KIRREL3",0.309943752228859,1.0929889746311e-05
"583","chr11",126619311,126619312,"KIRREL3-AS2",0.266345323179971,0.00017415819678194
"584","chr12",89156667,89156668,"KITLG",0.242081463301666,0.000672038304919566
"585","chr13",33590907,33590908,"KL",-0.239935483571462,0.000752564635465204
"586","chr9",110250717,110250718,"KLF4",-0.332907783651288,2.10687786493567e-06
"587","chr13",73811964,73811965,"KLF5",0.358673770091622,2.81599866326087e-07
"588","chr10",3921529,3921530,"KLF6",0.275422168031434,0.000101557537833911
"589","chr22",50985763,50985764,"KLHDC7B",0.274495175269112,0.000107401940234309
"590","chrX",117250123,117250124,"KLHL13",0.291769814211874,3.66257494697087e-05
"591","chr15",86328514,86328515,"KLHL25",0.273100463482332,0.000116791112427737
"592","chr2",23843871,23843872,"KLHL29",0.234915668404568,0.000976837785371478
"593","chr11",75139487,75139488,"KLHL35",0.242530414618849,0.000656230754582438
"594","chr10",134999853,134999854,"KNDC1",0.32079102599465,5.10729691734633e-06
"595","chr3",160292128,160292129,"KPNA4",0.262483906035765,0.000217824082242447
"596","chr12",53069266,53069267,"KRT1",0.34121569268496,1.12284620445878e-06
"597","chrX",153141346,153141347,"L1CAM",0.234382970815494,0.00100393378220995
"598","chr18",7024594,7024595,"LAMA1",0.29696008503114,2.61442108755783e-05
"599","chrX",37431453,37431454,"LANCL3",0.209897959230687,0.00330933338801737
"600","chr22",34452967,34452968,"LARGE1",0.266652201498479,0.000171064127571195
"601","chr9",138419195,138419196,"LCN1",0.299466433217006,2.21645898050444e-05
"602","chr3",156544245,156544246,"LEKR1",-0.275939754467054,9.84252612796646e-05
"603","chr15",95739336,95739337,"LETR1",0.265287999430133,0.000185223026338552
"604","chr14",93206990,93206991,"LGMN",0.235552876056394,0.000945309000768303
"605","chr5",78042414,78042415,"LHFPL2",0.273963599450462,0.000110893906496814
"606","chr9",126859709,126859710,"LHX2",0.274712296675118,0.000106005481842055
"607","chr9",139070268,139070269,"LHX3",0.349296246424397,5.98113523931996e-07
"608","chr12",114007915,114007916,"LHX5",0.269452138530585,0.000145110048058563
"609","chr9",124990850,124990851,"LHX6",-0.375873334225609,6.63301724706373e-08
"610","chr19",48697626,48697627,"LIG1",0.313831523769154,8.34968749330257e-06
"611","chr19",54822160,54822161,"LILRA5",0.320466302828326,5.22721948277931e-06
"612","chr8",143272006,143272007,"LINC00051",0.232401211110024,0.00111091062101922
"613","chr21",33371062,33371063,"LINC00159",0.255233947624255,0.000328533103182458
"614","chr14",106659304,106659305,"LINC00226",0.298658731926041,2.33799477115638e-05
"615","chr6",170239089,170239090,"LINC00242",0.256177239256131,0.000311636226573289
"616","chr7",156369410,156369411,"LINC00244",0.263503884546332,0.000205392167503676
"617","chr16",33965583,33965584,"LINC00273",0.361281655689848,2.27388185142325e-07
"618","chr8",46941295,46941296,"LINC00293",0.321977268575525,4.69104718904956e-06
"619","chr11",60389742,60389743,"LINC00301",0.242080244105021,0.000672081706922727
"620","chr1",203978371,203978372,"LINC00303",0.240008995269869,0.000749665179340549
"621","chr21",44863984,44863985,"LINC00319",0.200113732471997,0.00514832531500045
"622","chr6",133476512,133476513,"LINC00326",0.295062728944187,2.95954715196054e-05
"623","chr13",31404115,31404116,"LINC00398",0.250465668389393,0.000427737895972115
"624","chr13",107059759,107059760,"LINC00460",0.302447545917597,1.81757342219857e-05
"625","chr18",1930724,1930725,"LINC00470",0.268471808536367,0.000153747007503574
"626","chr13",30690572,30690573,"LINC00544",0.308062950956556,1.24337514694963e-05
"627","chr3",177527079,177527080,"LINC00578",0.234256391692092,0.00101047300227608
"628","chr14",36528202,36528203,"LINC00609",0.290400026613055,3.99904873202528e-05
"629","chr14",90923309,90923310,"LINC00642",0.270583207061152,0.000135708919390671
"630","chr20",61417626,61417627,"LINC00659",0.219078843949937,0.00214728986423386
"631","chr17",70466483,70466484,"LINC00673",0.381210988907203,4.16207010592546e-08
"632","chr7",158773640,158773641,"LINC00689",0.344056780401311,9.01610006920376e-07
"633","chr3",72211544,72211545,"LINC00870",0.358740251343412,2.80075658629959e-07
"634","chr3",195861213,195861214,"LINC00885",0.229877784554713,0.00126224778680305
"635","chr22",47945995,47945996,"LINC00898",0.281181796366863,7.14137601301422e-05
"636","chr18",74291320,74291321,"LINC00908",0.336881908155986,1.56274256435027e-06
"637","chr15",57605212,57605213,"LINC00926",0.285497144120395,5.45737789342859e-05
"638","chr5",3383155,3383156,"LINC01019",0.29803864614767,2.43554026640171e-05
"639","chr5",4580772,4580773,"LINC01020",0.287045871717196,4.94994110231149e-05
"640","chr4",80076348,80076349,"LINC01088",0.288305339156949,4.57035159986003e-05
"641","chr4",179760423,179760424,"LINC01098",0.284508812171195,5.80634138357342e-05
"642","chr2",239414411,239414412,"LINC01107",0.232256048796953,0.00111914363102328
"643","chr2",888457,888458,"LINC01115",0.365759501642903,1.56811365541543e-07
"644","chr2",45558081,45558082,"LINC01121",0.269172823805315,0.000147523539384395
"645","chr1",234952432,234952433,"LINC01132",0.237342824736357,0.000861678970889722
"646","chr10",134773829,134773830,"LINC01168",0.262851425676524,0.000213265976793897
"647","chr4",101530204,101530205,"LINC01216",0.30103913920021,1.99672879948063e-05
"648","chr20",49006857,49006858,"LINC01270",0.224014935768073,0.00168944141622318
"649","chr22",49293508,49293509,"LINC01310",0.287639551847735,4.76746115739343e-05
"650","chr1",234667310,234667311,"LINC01354",0.215278853229461,0.00257372252578636
"651","chr9",138476553,138476554,"LINC01502",0.334839663681559,1.82301844278549e-06
"652","chr3",128273657,128273658,"LINC01565",0.341443557283255,1.10334536319539e-06
"653","chr16",73591087,73591088,"LINC01568",0.310565174562512,1.04720938192617e-05
"654","chr20",38449816,38449817,"LINC01734",0.311806175771919,9.61166591202995e-06
"655","chr2",243153544,243153545,"LINC01881",0.307425669096018,1.29863070812237e-05
"656","chr2",41912846,41912847,"LINC01913",0.278266148200411,8.54317187018526e-05
"657","chr3",194520912,194520913,"LINC01968",0.344332606020966,8.82503038109695e-07
"658","chr17",75807901,75807902,"LINC01973",0.275749102737269,9.95683493480556e-05
"659","chr17",71715942,71715943,"LINC02092",0.295636615330062,2.85087042317941e-05
"660","chr16",85210235,85210236,"LINC02139",0.305032931545354,1.52754961692462e-05
"661","chr8",29742828,29742829,"LINC02209",-0.246947009071944,0.000518014074529775
"662","chr4",171964526,171964527,"LINC02431",0.27458205073349,0.000106841129718724
"663","chr12",89214216,89214217,"LINC02458",0.341013786883488,1.14040003516531e-06
"664","chr1",149284535,149284536,"LINC02591",0.364450110109488,1.74914255449459e-07
"665","chr1",839592,839593,"LINC02593",0.242345931811742,0.000662684398220618
"666","chr17",21530239,21530240,"LINC02693",0.268221522378075,0.000156027776547553
"667","chr7",26654391,26654392,"LINC02860",0.264299249241944,0.00019616027183887
"668","chr9",132146307,132146308,"LINC02913",-0.215801045326768,0.00251089209975288
"669","chr15",77847243,77847244,"LINGO1",0.287479106806562,4.81614318285707e-05
"670","chr19",2299957,2299958,"LINGO3",0.270835641310248,0.000133689959370611
"671","chr15",58814776,58814777,"LIPC",0.202913751689651,0.0045457385865495
"672","chr16",1031278,1031279,"LMF1",-0.36641527269398,1.48434655588613e-07
"673","chr11",8378796,8378797,"LMO1",0.255692089516634,0.000320223057107728
"674","chr1",87760190,87760191,"LMO4",0.240597597742501,0.000726817933108364
"675","chr3",69189581,69189582,"LMOD3",0.284690732976031,5.74057311927021e-05
"676","chr9",129442980,129442981,"LMX1B",0.308661102015275,1.19354366489432e-05
"677","chr1",105398854,105398855,"LOC100129138",0.298456385445419,2.36941300252008e-05
"678","chr4",778369,778370,"LOC100129917",0.274915871610434,0.000104711607739619
"679","chr4",7047955,7047956,"LOC100129931",0.312690365407722,9.03997716926077e-06
"680","chr18",8478169,8478170,"LOC100192426",-0.203666751988908,0.00439489214155017
"681","chr9",133394920,133394921,"LOC100272217",0.314747984524366,7.83181937460043e-06
"682","chr8",48091993,48091994,"LOC100287846",0.236848929401566,0.000884047360278836
"683","chr14",70234886,70234887,"LOC100289511",-0.356771453395647,3.28739609827208e-07
"684","chr21",36877500,36877501,"LOC100506403",0.235386873491331,0.000953431384158262
"685","chr5",43073140,43073141,"LOC100506639",0.238479384520113,0.000812168206912001
"686","chr8",12417082,12417083,"LOC100506990",0.276219119958912,9.67724571807741e-05
"687","chr6",170402599,170402600,"LOC154449",0.276282502319188,9.64011055614008e-05
"688","chr7",148959890,148959891,"LOC155060",0.315729145789568,7.31122221051211e-06
"689","chr15",23114352,23114353,"LOC283683",0.222808832571356,0.00179223895646765
"690","chr8",1113311,1113312,"LOC286083",0.349430475041807,5.91799911847267e-07
